TO Number,SPX Tracking Number,TO Status,High Value,Sender ID,Sender Name,Sender Type,Sender Station Type,Receiver ID,Receiver Name,Receiver type,Receiver Station Type,Current Station,TO Order Quantity,TO Direction,Volumetric Weight,Weight,Length,Width,Height,Line Hual Trip Number,Operator,Create Time,Complete Time,Driver,Driver Scan Time,Journey Type,Remark,Receive Status,TO Remark,Staging Area ID,Exception Tag,Packing Method,Dangerous Goods
TO20250918C7A2V,PH250443275427E,Packed,-,2133,SOC 5,Station,SOC,44,PHR,WH,,SOC 5,25,Forward,0,94.324,0,0,0,,OBS001PH2133/10V13D/OBS10,2025-09-18 02:04:03,2025-09-18 02:04:07,,,Forward,,Pending Receive,,OBS-09LK,,Individual Packing,
TO20250918C7A2V,PH251901832090O,Packed,-,2133,SOC 5,Station,SOC,44,PHR,WH,,SOC 5,25,Forward,0,94.324,0,0,0,,OBS001PH2133/10V13D/OBS10,2025-09-18 02:04:03,2025-09-18 02:04:07,,,Forward,,Pending Receive,,OBS-09LK,,Individual Packing,
TO20250918C7A2V,PH252911126873D,Packed,-,2133,SOC 5,Station,SOC,44,PHR,WH,,SOC 5,25,Forward,0,94.324,0,0,0,,OBS001PH2133/10V13D/OBS10,2025-09-18 02:04:03,2025-09-18 02:04:07,,,Forward,,Pending Receive,,OBS-09LK,,Individual Packing,
TO20250918C7A2V,PH254272518719I,Packed,-,2133,SOC 5,Station,SOC,44,PHR,WH,,SOC 5,25,Forward,0,94.324,0,0,0,,OBS001PH2133/10V13D/OBS10,2025-09-18 02:04:03,2025-09-18 02:04:07,,,Forward,,Pending Receive,,OBS-09LK,,Individual Packing,
TO20250918C7A2V,PH254477097573F,Packed,-,2133,SOC 5,Station,SOC,44,PHR,WH,,SOC 5,25,Forward,0,94.324,0,0,0,,OBS001PH2133/10V13D/OBS10,2025-09-18 02:04:03,2025-09-18 02:04:07,,,Forward,,Pending Receive,,OBS-09LK,,Individual Packing,
TO20250918C7A2V,PH255123306545D,Packed,-,2133,SOC 5,Station,SOC,44,PHR,WH,,SOC 5,25,Forward,0,94.324,0,0,0,,OBS001PH2133/10V13D/OBS10,2025-09-18 02:04:03,2025-09-18 02:04:07,,,Forward,,Pending Receive,,OBS-09LK,,Individual Packing,
TO20250918C7A2V,PH2552471685596,Packed,-,2133,SOC 5,Station,SOC,44,PHR,WH,,SOC 5,25,Forward,0,94.324,0,0,0,,OBS001PH2133/10V13D/OBS10,2025-09-18 02:04:03,2025-09-18 02:04:07,,,Forward,,Pending Receive,,OBS-09LK,,Individual Packing,
TO20250918C7A2V,PH2553416942877,Packed,-,2133,SOC 5,Station,SOC,44,PHR,WH,,SOC 5,25,Forward,0,94.324,0,0,0,,OBS001PH2133/10V13D/OBS10,2025-09-18 02:04:03,2025-09-18 02:04:07,,,Forward,,Pending Receive,,OBS-09LK,,Individual Packing,
TO20250918C7A2V,PH2554316568678,Packed,-,2133,SOC 5,Station,SOC,44,PHR,WH,,SOC 5,25,Forward,0,94.324,0,0,0,,OBS001PH2133/10V13D/OBS10,2025-09-18 02:04:03,2025-09-18 02:04:07,,,Forward,,Pending Receive,,OBS-09LK,,Individual Packing,
TO20250918C7A2V,PH256218124103B,Packed,-,2133,SOC 5,Station,SOC,44,PHR,WH,,SOC 5,25,Forward,0,94.324,0,0,0,,OBS001PH2133/10V13D/OBS10,2025-09-18 02:04:03,2025-09-18 02:04:07,,,Forward,,Pending Receive,,OBS-09LK,,Individual Packing,
